name,desc,filesize,created,last_modified
netcat,traditional netcat tool by hobbit,64363,1509500357,1509500357
kernel-patch-414-53-54,DESC-TODO,25140,1532821310,1532821310
wordlist-ow-french,DESC-TODO,547774,1476970362,1476970362
sox,DESC-TODO,1111653,1538367689,1370108485
cmark,the commonmark-reference markdown parsing and rendering library,234545,1565303772,1427200348
giflib,DESC-TODO,419065,1552844961,1352150315
nethack,DESC-TODO,3497458,1456342116,1402250507
kernel-patch-414-54-55,DESC-TODO,20464,1532821310,1532821310
cmocka,DESC-TODO,81004,1565144276,1442232232
wordlist-ow-german,DESC-TODO,307953,1476970362,1476970362
gimp,GNOME image manipulation program,20873278,1495574294,1357164565
sparse,DESC-TODO,218684,1546126474,1390227848
kernel-patch-414-55-56,DESC-TODO,31780,1532821310,1532821310
cmph,DESC-TODO,480924,1441973438,1355294710
netsurf,DESC-TODO,8281249,1517962044,1352434142
git,tools to work with the git distributed version control system,5609772,1561813934,1302185035
speex,patent-free audio codec for speech compression,1047080,1537638341,1340308864
wordlist-ow-italian,DESC-TODO,895055,1476970362,1476970362
kernel-patch-414-56-57,DESC-TODO,41400,1532821310,1532821310
cmus,DESC-TODO,224675,1463060127,1378685718
speexdsp,DESC-TODO,901771,1539205047,1340308864
nfs-utils,DESC-TODO,662276,1554162644,1554162644
git-man,manpages for git,407460,1495573459,1382223288
compiler-rt-tarball-601,DESC-TODO,1686820,1542253774,1542253774
kernel-patch-414-57-58,DESC-TODO,14328,1532821310,1532821310
wordlist-ow-password,DESC-TODO,13604,1476970362,1476970362
nginx,DESC-TODO,1034136,1565217391,1364583323
git218-tarball,dummy package to match required git version needed by cgit,5102264,1562355635,1562355635
sqlite,DESC-TODO,2359545,1464662860,1330656766
compiler-rt34,DESC-TODO,1858593,1441973438,1389750863
kernel-patch-414-58-59,DESC-TODO,20688,1532821310,1532821310
wordlist-ow-spanish,DESC-TODO,248611,1476970362,1476970362
gitk,graphical frontend to browse git repositories,,1443540139,1357333423
ngircd,ngIRCd - Next Generation IRC Server,350300,1565349347,1561864468
compiler-rt36,DESC-TODO,1140616,1497890658,1497890658
sqlmap,DESC-TODO,7408226,1507045993,1507045993
kernel-patch-414-59-60,DESC-TODO,65364,1536670724,1536670724
gitweb,git web interface,5609772,1561937545,1561937545
compositeproto,DESC-TODO,101208,1537322289,1311106590
wordlist-phpbb,DESC-TODO,868606,1457202068,1454631404
ninja,DESC-TODO,185226,1531397697,1531397697
kernel-patch-414-60-61,DESC-TODO,8496,1536670724,1536670724
squash-tool,DESC-TODO,,1432920651,1416610139
core,DESC-TODO,,1415124148,1376292852
glamor-egl,DESC-TODO,428912,1497985690,1497890584
wordlist-porn-unknown,DESC-TODO,30600,1457202068,1454631404
kernel-patch-414-61-62,DESC-TODO,8516,1536670724,1536670724
nmap,port scanner/pentest tool with a gazillion of features,9043221,1539486068,1347148905
coreutils,DESC-TODO,5273788,1539486068,1352773862
squashfs-tools,DESC-TODO,133173,1441973438,1384142517
glew,DESC-TODO,567605,1442693909,1401135203
kernel-patch-414-62-63,DESC-TODO,46152,1536670724,1536670724
wordlist-porno,porno password collection created by matt weir,7158285,1457202068,1454631404
nnn,DESC-TODO,62704,1554175064,1554175064
cowpatty,wpa cracking and handshake verification tool,104979,1530281019,1454631049
squid,HTTP proxy and cache,2407120,1530281019,1449175452
glib,DESC-TODO,7830724,1557276375,1340757262
kernel-patch-414-63-64,DESC-TODO,11920,1536670724,1536670724
cpan,DESC-TODO,739979,1441973438,1333041131
nodejs,DESC-TODO,49510408,1565208327,1364867074
wordlist-rockyou,DESC-TODO,60498886,1457202068,1443215260
glib-networking,DESC-TODO,352284,1500132904,1383150110
sselp,DESC-TODO,2562,1441973438,1397846327
kernel-patch-414-64-65,DESC-TODO,684,1536670724,1536670724
cpio,DESC-TODO,1018483,1461949115,1341608981
glibmm,DESC-TODO,6102664,1554003906,1357330639
nodm,insecure service booting directly into X. useful for kiosks.,47011,1485663370,1485394827
wordlist-singles-org,DESC-TODO,50697,1461275419,1454631404
cppunit,unit testing framework for C++,953596,1450817706,1340308864
sshfs,DESC-TODO,136378,1443625183,1397589393
kernel-patch-414-65-66,DESC-TODO,7356,1536670724,1536670724
global,"source code tagging system, similar to ctags",2924850,1452438705,1340308864
nosefart,player for NES NSF music file format,558589,1479339959,1479339959
cppzmq,c++ bindings for zeromq,10894,1518751774,1442232232
kernel-patch-414-66-67,DESC-TODO,57672,1536670724,1536670724
wordlist-tuscl,passwords from the ultimate strip club list,176291,1457202068,1454631404
ssocks,socks5 server and reverse proxy server,370154,1520557841,1520557841
glproto,DESC-TODO,126969,1449602997,1352740690
nspr,DESC-TODO,1136646,1486948397,1340308864
cryptsetup,required component to use encrypted filesystems,1232068,1490289789,1359576011
kernel-patch-414-67-68,DESC-TODO,51852,1536670724,1536670724
world,DESC-TODO,,1521233646,1346101236
glu,DESC-TODO,493206,1441973438,1375642879
ctags,DESC-TODO,479927,1514850103,1379351827
st,simple terminal for X by suckless,45423,1539227003,1302890570
nss,DESC-TODO,7477439,1486948397,1486948397
kernel-patch-414-68-69,DESC-TODO,27916,1536670724,1536670724
glxdemos,DESC-TODO,17152,1441973438,1380417957
cups,DESC-TODO,8265065,1441973438,1384270297
wpa-supplicant,service to support WPA(2) encryption of wireless networks,2607336,1565915826,1346174715
nvi,DESC-TODO,1295401,1534696798,1534696798
stage0,DESC-TODO,,1551892243,1316397394
kernel-patch-414-69-70,DESC-TODO,32332,1538570912,1538570912
cups-filters,DESC-TODO,1034484,1481929275,1384273631
gmp,DESC-TODO,1946336,1565914317,1316404241
wpa-supplicant23,service to support WPA(2) encryption of wireless networks,2398722,1565915826,1346174715
nwipe,DESC-TODO,48885,1441973438,1413915716
stage0-gcc,DESC-TODO,,1462814420,1351557125
kernel-patch-414-70-71,DESC-TODO,48416,1538570912,1538570912
curl,"tool and library for client-side URL transfers: HTTP, FTP, TELNET, etc.",2392672,1560541886,1302530740
gnome-icon-theme-fake,DESC-TODO,,1412002144,1357231640
obconf,configuration frontend for the openbox window manager,267589,1540905261,1342740757
kernel-patch-414-71-72,DESC-TODO,43296,1538570912,1538570912
wsupp,tiny replacement for wpa_supplicant. currently WPA2 only,65809,1518210380,1518210380
stage0-gcc3,DESC-TODO,13366790,1561596405,1510780266
curseofwar,"simple but demanding RTS game, for terminal (curses) or sdl",73477,1458134615,1458134615
gnome-paint,DESC-TODO,432754,1555607341,1340308864
kernel-patch-414-72-73,DESC-TODO,17784,1538570912,1538570912
curses,"netbsd libcurses, lightweight replacement for ncurses",529996,1554174899,1456285344
obs-studio,software for live streaming and screen recording,5510739,1541261170,1378512872
gnu-efi-libs,DESC-TODO,154397,1527607177,1388352894
wv,DESC-TODO,616256,1554003842,1378009378
stage0-gcc424,DESC-TODO,18927613,1561596405,1510780266
cvs,DESC-TODO,2942652,1441973438,1340720367
kernel-patch-414-73-74,DESC-TODO,39748,1543840951,1543840951
gnu-getopt,DESC-TODO,6664,1441973438,1348511617
ocaml,DESC-TODO,3314612,1435170795,1409963481
wxgtk,DESC-TODO,12834260,1486483041,1355558677
stage0-musl,DESC-TODO,1013779,1563891881,1302043414
gnu-readline,DESC-TODO,2910016,1485307309,1340308864
kernel-patch-414-74-75,DESC-TODO,31084,1543840951,1543840951
cvs2svn,DESC-TODO,514891,1441973438,1407706623
x11-font-adobe-100dpi,"raw X11 bitmap font, providing a very wide courier font. not recommended",1113104,1511963944,1340308864
ocaml-camlp4,DESC-TODO,647140,1441973438,1409963494
gnumeric,DESC-TODO,18577516,1488950063,1356423711
stage0-prepare,DESC-TODO,,1459815208,1302043414
cweb,donald knuth's cweb. currently only ctangle is shipped,213987,1540070101,1540070101
kernel-patch-414-75-76,DESC-TODO,18568,1543840951,1543840951
x11-font-adobe-75dpi,"raw X11 bitmap font, providing times, helvetica etc. not recommended",889542,1511963944,1340308864
ocaml-opam,DESC-TODO,648951,1441973438,1409963509
cwm,DESC-TODO,52419,1554257142,1537122017
gnupg,DESC-TODO,3749353,1546153193,1359580993
kernel-patch-414-76-77,DESC-TODO,41672,1543840951,1543840951
stage1,DESC-TODO,,1561585106,1316404241
gnutar,DESC-TODO,2108028,1539412757,1340308864
x11-font-dejavu,DESC-TODO,4881324,1549929938,1342892379
cyrus-sasl,DESC-TODO,5220231,1539665885,1340308864
openal,DESC-TODO,253006,1441973438,1334639720
kernel-patch-414-77-78,DESC-TODO,18532,1543840951,1543840951
stage1-g++,DESC-TODO,,1521430886,1510780266
gnutls,"C library implementing the SSL, TLS and DTLS protocols",6709492,1481189521,1366324186
daemontools,DESC-TODO,36975,1554257872,1484603546
x11-font-jmk,DESC-TODO,624357,1542338590,1539485473
kernel-patch-414-78-79,DESC-TODO,41784,1543840951,1543840951
openbox,window manager used by the LXDE desktop environment,659056,1550715007,1342740600
go,DESC-TODO,18323736,1534614506,1388270754
damageproto,DESC-TODO,98392,1537322322,1302547266
stage1-gcc3,DESC-TODO,13366790,1561596405,1510780266
x11-font-misc,DESC-TODO,1933789,1457548063,1340308864
kernel-patch-414-79-80,DESC-TODO,10388,1543840951,1543840951
openssh,DESC-TODO,1565384,1546154018,1302135188
go14,DESC-TODO,10875170,1497802153,1388270754
dash,"debian almquist shell, a strictly POSIX conforming shell",225196,1546152734,1388094889
stage1-gcc424,DESC-TODO,18927613,1561596405,1510780266
kernel-patch-414-80-81,DESC-TODO,60492,1543840951,1543840951
gobject-introspection,DESC-TODO,1226324,1554140053,1355294025
x11-font-phallus,DESC-TODO,50951,1540520519,1540520519
db,library to interface with berkeley (file-based) databases,44305964,1519054180,1340717017
openttd,open transport tycoon deluxe simulator game,6521016,1536604578,1535579040
kernel-patch-414-81-82,DESC-TODO,32272,1543840951,1543840951
stage1-gmp,DESC-TODO,1946336,1561585106,1561585106
dbus,DESC-TODO,1929630,1441973438,1352695517
godot,DESC-TODO,18958766,1549672331,1549672331
x11-font-symbola,truetype unicode charactes,3163061,1554176757,1539229272
openttd-gfx,DESC-TODO,3547720,1535579040,1535579040
kernel-patch-414-82-83,DESC-TODO,6560,1543840951,1543840951
dbus-glib,DESC-TODO,748836,1441973438,1383161108
goffice,DESC-TODO,1814488,1488949260,1356423699
stage1-mpc,DESC-TODO,669925,1561585106,1561585106
xauth,DESC-TODO,129568,1557373543,1316404565
openttd-msx,DESC-TODO,136981,1535579040,1535579040
deadbeef,DESC-TODO,4736472,1546152762,1340308864
kernel-patch-414-83-84,DESC-TODO,21384,1543840951,1543840951
gpaint,simple gtk+2 painting program reminding of paintbrush,370973,1555605703,1340308864
stage1-mpfr,DESC-TODO,1133672,1561585106,1561585106
deadbeef-opus,DESC-TODO,47937,1530281019,1487019419
openttd-sfx,DESC-TODO,11359588,1535579040,1535579040
kernel-patch-414-84-85,DESC-TODO,38712,1543840951,1543840951
xbitmaps,DESC-TODO,101645,1537121883,1340308864
gpc,the GNU pascal compiler,13366790,1556291605,1302043414
openvpn,DESC-TODO,938440,1530281019,1340308864
debootstrap,DESC-TODO,61863,1441973438,1384363129
kernel-patch-414-85-86,DESC-TODO,55292,1547920056,1547920056
stagit,static git page generator,17924,1553990025,1536188697
gpc-tarball,DESC-TODO,2767216,1556291605,1556291605
xcb-proto,DESC-TODO,138834,1441973438,1302547266
delta,reduces testcases to the minimum to trigger a user-defined condition,32804,1443540139,1402653020
openxcom,DESC-TODO,2068640,1463486338,1402838846
kernel-patch-414-86-87,DESC-TODO,19600,1547920056,1547920056
gperf,source code generator for fast string comparisons via hashes,1215925,1483629964,1352533186
stagit-gopher,static git page generator for gopher,16404,1553990025,1536188713
diffutils,DESC-TODO,1398296,1495568521,1302547266
xcb-util,DESC-TODO,266339,1441973438,1342740205
ophis,DESC-TODO,269137,1441973438,1403983974
kernel-patch-414-87-88,DESC-TODO,23500,1547920056,1547920056
gpicview,simple GTK+ picture viewer program,349536,1488950063,1342757160
steghide,DESC-TODO,392761,1490061543,1340308864
dillo,DESC-TODO,685824,1530281019,1352488822
kernel-patch-414-88-89,DESC-TODO,28836,1547920056,1547920056
opus-tools,DESC-TODO,312093,1485139386,1340308864
xcb-util-cursor,DESC-TODO,280852,1457031631,1397662357
gptfdisk,A text-mode partitioning tool that works on Globally Unique Identifier (GUID) Partition Table (GPT) disks,195378,1481930508,1467151239
directfb,DESC-TODO,4250510,1554258038,1356713964
strace,display system calls (and parameters) of arbitrary programs for debugging,441712,1565042866,1316484484
opusfile,library for decoding and seeking in .opus files,467683,1504118602,1340308864
kernel-patch-414-89-90,DESC-TODO,24972,1547920056,1547920056
gradm,DESC-TODO,81944,1521210930,1336431317
xcb-util-image,DESC-TODO,310947,1457029152,1397662357
distribute,DESC-TODO,644713,1441973438,1366799330
stunnel,DESC-TODO,595550,1530281019,1352533186
ostree,git-like model for committing and downloading bootable filesystem trees,751572,1500132984,1500132984
kernel-patch-414-90-91,DESC-TODO,13376,1547920056,1547920056
grafx2,DESC-TODO,721482,1517094056,1357157031
djvulibre,DESC-TODO,3648522,1556510126,1340308864
xcb-util-keysyms,DESC-TODO,286075,1457033877,1397662179
p11-kit,provides a way to load and enumerate PKCS#11 modules.,1090814,1541261170,1340308864
kernel-patch-414-91-92,DESC-TODO,31096,1547920056,1547920056
graphite2,DESC-TODO,6938866,1450214408,1442232232
su,DESC-TODO,,1460573458,1376962994
dmenu,DESC-TODO,15658,1539665789,1340900957
xcb-util-renderutil,DESC-TODO,257492,1457031612,1397662357
graphviz,DESC-TODO,25848858,1463482623,1340308864
kernel-patch-414-92-93,DESC-TODO,34884,1547920056,1547920056
p7zip,extractor for 7zip compression format,4239909,1486906996,1400270025
dmidecode,reports information from the BIOS DMI hardware information tables,54440,1546152793,1481050371
surf,DESC-TODO,19056,1537121777,1450214920
grep,GNU grep with more features than busybox grep,1370880,1520917761,1397548558
kernel-patch-414-93-94,DESC-TODO,10560,1547920056,1547920056
xcb-util-wm,DESC-TODO,320472,1457031814,1397662358
surfraw,DESC-TODO,205557,1536884735,1340308864
palemoon,DESC-TODO,278475602,1564262410,1383196106
dmxproto,DESC-TODO,96467,1537322368,1379891996
kernel-patch-414-94-95,DESC-TODO,18816,1550874957,1550874957
groff,bloated gnu replacement for nroff and troff text formatters. C++.,4019913,1463664502,1378565509
xcb-util-xrm,DESC-TODO,324708,1486887601,1340308864
dnsmasq,"provides DNS, DHCP, router advertisement and network boot services",501072,1546152824,1390768875
svn,DESC-TODO,6773731,1561393367,1330656766
pango,DESC-TODO,833876,1557373796,1342740559
kernel-patch-414-95-96,DESC-TODO,23316,1550874957,1550874957
gsl,GNU scientific library for numerical computations,5916715,1500214899,1352533186
docbook-xml,DESC-TODO,421525,1441973438,1382222631
xclip,DESC-TODO,63420,1441973438,1340308864
sweep,GTK+ audio waveform editor. supports multiple formats and filters.,946060,1459713214,1357158034
pangomm,C++ bindings for the pango library,796212,1463664502,1357330591
kernel-patch-414-96-97,DESC-TODO,28036,1550874957,1550874957
docbook-xsl,DESC-TODO,5003045,1441973438,1382222643
gst-plugins-base,DESC-TODO,3693856,1542338888,1340308864
xclock,DESC-TODO,203799,1441973438,1302890570
pangox-compat,DESC-TODO,267396,1481891805,1340308864
swig,DESC-TODO,5310295,1441973438,1382558645
kernel-patch-414-97-98,DESC-TODO,16612,1550874957,1550874957
docbook2X,DESC-TODO,723909,1459768449,1340308864
gst-plugins-good,DESC-TODO,3779912,1542338937,1340308864
xcmiscproto,DESC-TODO,112486,1537322826,1302547266
parted,DESC-TODO,1655244,1565893335,1391286236
dolphin,DESC-TODO,38246344,1490061707,1442232232
kernel-patch-414-98-99,DESC-TODO,57380,1550874957,1550874957
sxhkd,simple hotkey daemon for x11,34649,1554146775,1534614693
gst01-plugins-base,DESC-TODO,2364108,1459713214,1383003306
xedit,basic X11 editor,525861,1510930197,1340308864
dos2unix,DESC-TODO,601642,1463437385,1340308864
partx,DESC-TODO,,1454894297,1390356026
kernel-patch-414-99-100,DESC-TODO,12480,1550874957,1550874957
gst01-plugins-ffmpeg,DESC-TODO,4784059,1441973438,1383326039
xev,DESC-TODO,132596,1542339076,1340308864
sylpheed,small and fast desktop email client,2616228,1554518022,1340308864
dosbox,x86/DOS emulator to play the good old games,1324059,1552845707,1365871806
kernel-patch-4410-11,DESC-TODO,30228,1463958426,1463954987
pass,DESC-TODO,54576,1450214810,1450214810
gst01-plugins-good,DESC-TODO,2738016,1441973438,1340308864
xextproto,DESC-TODO,229097,1537322843,1302547266
dosfstools,DESC-TODO,78148,1441973438,1388488481
symlinks,"symlink maintenance utility - remove dead links, absolute->relative, etc",5888,1537115093,1483507240
kernel-patch-4411-12,DESC-TODO,33364,1465390130,1465390130
patch,DESC-TODO,783756,1519086675,1302547266
gstreamer,DESC-TODO,3255404,1542339031,1340308864
dot11decrypt,"WEP/WPA2 on-the-fly decrypter. requires monitor dev, creates tap dev",40176,1450817706,1340308864
xf86-input-evdev,DESC-TODO,370325,1484776518,1380356632
kernel-patch-4412-13,DESC-TODO,30620,1465390217,1465390217
syslinux6,DESC-TODO,9772883,1502398962,1388352894
patchelf,DESC-TODO,139481,1554260867,1352778301
gstreamer01,DESC-TODO,3025876,1459713214,1352532367
dovecot,security-focused IMAP and POP3 server,6239707,1546152850,1388267327
kernel-patch-4413-14,DESC-TODO,32944,1467048159,1467048159
tabbed,DESC-TODO,12926,1441973438,1395578908
xf86-input-joystick,DESC-TODO,327539,1510796151,1380416124
gtk+2,gui toolkit written in C. used by almost all desktop GUI apps in sabotage,12805344,1473591090,1342740630
dpkg,DESC-TODO,3800328,1456286181,1384363129
patchutils,DESC-TODO,166400,1550697175,1334345483
kernel-patch-4414-15,DESC-TODO,11176,1468278513,1468278513
gtk+3,DESC-TODO,22419364,1557373855,1432919389
drawpile,DESC-TODO,1227683,1527991423,1527991423
tcc,tiny C compiler - extremely fast C compiler,737827,1514667044,1513533368
xf86-input-keyboard,DESC-TODO,341693,1542338628,1380416124
pax-utils,DESC-TODO,80300,1441973438,1348107011
kernel-patch-4415-16,DESC-TODO,50972,1469698493,1469698493
dri2proto,DESC-TODO,108746,1537322392,1352533186
gtkmm,DESC-TODO,10262212,1476645236,1357330591
xf86-input-libinput,DESC-TODO,370072,1495584018,1340308864
tcl,interpreter for the TCL scripting language,8915556,1537122110,1356328825
paxctl,DESC-TODO,7642,1441973438,1348107011
kernel-patch-4416-17,DESC-TODO,19724,1470854296,1470854296
gtkspell2,DESC-TODO,351277,1553970440,1340308864
dri3proto,DESC-TODO,105366,1510709660,1340308864
xf86-input-mouse,DESC-TODO,382013,1542338661,1380416124
kernel-patch-4417-18,DESC-TODO,19852,1471374120,1471374120
pcc,DESC-TODO,781298,1441973438,1341608981
tcpdump,sniff and dump network and usb traffic,2298386,1507054095,1347115198
gui,DESC-TODO,,1378926910,1359654115
dropbear,lightweight ssh server/client,2688697,1539228470,1341100792
kernel-patch-4418-19,DESC-TODO,48168,1471799473,1471799473
xf86-input-synaptics,DESC-TODO,451614,1457034194,1397662359
guvcview,DESC-TODO,960661,1459768449,1431542132
pciutils,DESC-TODO,328256,1513118104,1385300092
dsniff,collection of tools for network auditing/sniffing and penetration testing,131666,1530281019,1407891655
termcap,DESC-TODO,439416,1441973438,1349892640
kernel-patch-4419-20,DESC-TODO,33636,1473280677,1473280677
dsniff-patches,DESC-TODO,29657,1441973438,1407891655
guvcview1,DESC-TODO,498336,1441973438,1431542132
pcmanfm,"GTK+ filemanager, major component of the LXDE desktop",417316,1488950063,1342758183
xf86-video-ati,DESC-TODO,848502,1497890584,1379939153
tesseract,DESC-TODO,3574810,1500046734,1442232232
kernel-patch-442-3,DESC-TODO,43240,1461275679,1456571526
dtach,DESC-TODO,55472,1441973438,1378405558
gzip,DESC-TODO,775144,1547919745,1334406103
pcre,library for perl compatible regular expressions,1570171,1546154040,1340533444
testdisk,testdisk partition recovery and photorec file recovery tools,707602,1486838480,1340308864
xf86-video-cirrus,DESC-TODO,327547,1538534708,1379939153
dtc,device tree compiler,191568,1554095134,1536884757
kernel-patch-4420-21,DESC-TODO,80096,1473961949,1473961949
h2o,DESC-TODO,6543732,1530281019,1431612235
peg,peg/leg recursive decent parser generators for C,57776,1553035905,1517288718
texinfo,DESC-TODO,4468048,1473591471,1340308864
xf86-video-fbdev,DESC-TODO,388054,1557451724,1379939153
kernel-patch-4421-22,DESC-TODO,31648,1478196636,1474720687
dterm,Small serial line console client,18876,1536436965,1536436965
harfbuzz,library for text shaping (unicode -> glyph indices and positions),17909479,1546153222,1340308864
kernel-patch-4422-23,DESC-TODO,26372,1478196636,1475244482
dumb,DESC-TODO,,1385336725,1351557125
perf,profiling tool using instrumentation facilities provided by the kernel,,1545000291,1414966078
tgl-tarball,DESC-TODO,242665,1486948115,1486948115
xf86-video-fbturbo,x11 video driver based on fbdev for arm/allwinner cpus/gpus,460519,1557451603,1538854104
harfbuzz-icu,library for text shaping (unicode -> glyph indices and positions) - with icu,2350389,1535956275,1340308864
dumpcap-perms,DESC-TODO,,1412002144,1383420376
kernel-patch-4423-24,DESC-TODO,25464,1475937634,1475937634
perl,interpreter for the perl 5.x scripting language,11574740,1539486068,1302043414
thunderbird1,DESC-TODO,36183747,1550171515,1382321308
hashcat-legacy,DESC-TODO,3468659,1480631164,1480520894
xf86-video-intel,DESC-TODO,2259040,1544382024,1379939153
dvtm,DESC-TODO,40511,1480613252,1378405518
kernel-patch-4424-25,DESC-TODO,10232,1476699684,1476699684
perl5-Archive-Zip,DESC-TODO,184345,1459768449,1450214815
haveged,DESC-TODO,474845,1521218306,1389323149
tig,ncurses gui for git,1181900,1539199411,1340308864
dwm,DESC-TODO,25887,1510694159,1340632466
xf86-video-intel-git-patch,DESC-TODO,1261990,1529373573,1529373573
kernel-patch-4425-26,DESC-TODO,2256,1476971198,1476971198
perl5-Authen-SASL,DESC-TODO,45129,1459768449,1384273783
dwm60,DESC-TODO,20810,1510694159,1340632466
hdparm,DESC-TODO,130277,1450214478,1450214478
timezones,DESC-TODO,,1383653486,1383653486
kernel-patch-4426-27,DESC-TODO,8640,1477163604,1477163604
xf86-video-modesetting,DESC-TODO,304351,1441973438,1379939153
perl5-BSD-Resource,DESC-TODO,68183,1561926510,1561926510
heirloom-sh,DESC-TODO,82725,1441973438,1340863478
kernel-patch-4427-28,DESC-TODO,41084,1477705416,1477705416
help2man,DESC-TODO,200264,1549522679,1340308864
timidity,DESC-TODO,1363040,1539199909,1402836142
xf86-video-nouveau,DESC-TODO,584998,1493393326,1379939153
perl5-CGI,DESC-TODO,204816,1561937531,1561937531
kernel-patch-4428-29,DESC-TODO,20256,1477938767,1477938767
hexedit0r,"terminal hex editor, fork of hexedit",20592,1458699684,1380816723
tinc,vpn daemon using encrypted tunnelling,499277,1561762294,1340308864
kernel-patch-4429-30,DESC-TODO,3936,1478034990,1478034990
perl5-Class-Mix,DESC-TODO,8676,1459768449,1383751558
hiawatha,DESC-TODO,929167,1554260200,1438524487
xf86-video-nv,driver for nvidia hardware up to GTX with GT200 chip,424091,1484775849,1379939153
tinycdb,DESC-TODO,36754,1479549649,1479549649
kernel-patch-443-4,DESC-TODO,109532,1461275679,1457200497
perl5-Crypt-Eksblowfish,DESC-TODO,36302,1459768449,1383751558
hicolor-icon-theme-fake,DESC-TODO,,1442863335,1383488663
xf86-video-vesa,DESC-TODO,300571,1441973438,1379939153
tinyproxy,lightweight HTTP proxy,192300,1521213422,1340308864
kernel-patch-4430-31,DESC-TODO,17800,1478901158,1478901158
perl5-Data-Dump,DESC-TODO,20771,1459768449,1348971644
host,DESC-TODO,,1483320194,1415124076
xf86-video-vmware,DESC-TODO,459255,1441973438,1379939153
kernel-patch-4431-32,DESC-TODO,12192,1479223141,1479223141
tk,graphical toolkit to create gui apps with the TCL scripting language,4266426,1443540139,1357333381
perl5-DBI,DESC-TODO,589096,1459768449,1407705895
hostapd,DESC-TODO,1720783,1530281019,1427404375
kernel-patch-4432-33,DESC-TODO,12440,1479565391,1479565391
xf86bigfontproto,DESC-TODO,49191,1495405755,1379963427
perl5-Digest-Bcrypt,DESC-TODO,11831,1459768449,1383751558
howl,luajit based lightweight editor,2462495,1565068528,1486882099
tl-parser-tarball,DESC-TODO,66966,1486948115,1486948115
kernel-patch-4433-34,DESC-TODO,21048,1479760302,1479760302
hping2,DESC-TODO,124573,1521216807,1432993678
perl5-Digest-MD4,DESC-TODO,29304,1480388828,1480388828
xf86dgaproto,DESC-TODO,85934,1537322902,1379804466
tmux,"terminal multiplexer, similar to GNU screen but with more features",491195,1546154217,1340313381
kernel-patch-4434-35,DESC-TODO,11208,1480175603,1480175603
hping3,DESC-TODO,584001,1521215937,1432993678
perl5-Digest-MD5,DESC-TODO,47476,1459768449,1383751558
tome2,DESC-TODO,3048200,1456286181,1402243800
xf86driproto,DESC-TODO,96528,1537322947,1379804067
kernel-patch-4435-36,DESC-TODO,9872,1480720718,1480720718
htop,DESC-TODO,477196,1565914377,1375669811
perl5-Digest-SHA1,DESC-TODO,39078,1459768449,1383751558
xf86vidmodeproto,DESC-TODO,96822,1537322924,1355293650
tomoyo,DESC-TODO,207960,1483385703,1336431317
kernel-patch-4436-37,DESC-TODO,4216,1481586867,1481586867
hub,"git wrapper for using github (fork, pr, etc) on the commmand line",990972,1538367735,1538367735
perl5-FCGI,DESC-TODO,93598,1561926452,1561926452
xfd,DESC-TODO,171052,1511914147,1340308864
tor,onion router for anonymization of internet traffic,6804196,1553872214,1383279163
kernel-patch-4437-38,DESC-TODO,9460,1481586973,1481586973
hunspell,Spell checker and morphological analyzer library and program,1004935,1466638487,1450214516
xfontsel,DESC-TODO,139801,1511914489,1340308864
perl5-FCGI-Daemon,DESC-TODO,23375,1564561184,1561926477
torsocks,DESC-TODO,309916,1539227418,1340308864
kernel-patch-4438-39,DESC-TODO,5468,1481848690,1481848690
hydra,DESC-TODO,1193694,1530281019,1340308864
xineramaproto,DESC-TODO,96239,1537322975,1302547266
perl5-FCGI-ProcManager,DESC-TODO,28791,1561926495,1561926495
kernel-patch-4439-40,DESC-TODO,22320,1483733404,1483733404
transmission,DESC-TODO,3378116,1530281019,1357148175
perl5-File-Slurp,DESC-TODO,39927,1459768449,1335395933
xinit,DESC-TODO,138315,1537686813,1302890570
kernel-patch-444-5,DESC-TODO,30868,1461275679,1458132427
transmission-gtk2,bittorrent p2p filesharing client,2905156,1530281019,1357148175
xinput,DESC-TODO,158061,1499531163,1340308864
perl5-HTML-Parser,DESC-TODO,90680,1561937501,1402663620
kernel-patch-4440-41,DESC-TODO,21332,1484057065,1484057065
xkbcommon,DESC-TODO,622384,1486887601,1340308864
tree,terminal app to display filesystem hierarchy in a tree structure,47082,1461958456,1378507237
kernel-patch-4441-42,DESC-TODO,29436,1484223968,1484223968
perl5-HTML-Tagset,DESC-TODO,8150,1459768449,1402663609
xkbcomp,DESC-TODO,217437,1557373479,1302890570
tup,A file-based build system,3946512,1515286842,1515286842
kernel-patch-4442-43,DESC-TODO,7436,1484580898,1484580898
perl5-IO-Socket-SSL,DESC-TODO,215199,1487373900,1384273783
kernel-patch-4443-44,DESC-TODO,15012,1485139573,1485139573
twm,DESC-TODO,266272,1536648491,1316404565
xkeyboard-config,DESC-TODO,1046333,1532820169,1302890570
perl5-Net-Pcap,DESC-TODO,94207,1486839972,1486839972
kernel-patch-4444-45,DESC-TODO,11432,1485662754,1485662754
tzcode,DESC-TODO,242962,1547921591,1383653486
xlogo,DESC-TODO,115587,1536648434,1302890570
perl5-Net-Radius,DESC-TODO,240551,1486839972,1486839972
kernel-patch-4445-46,DESC-TODO,8700,1485966637,1485966637
perl5-Net-SMTP-SSL,DESC-TODO,1806,1459768449,1384273783
tzdata,DESC-TODO,377009,1547921591,1383653486
xmlto,DESC-TODO,116496,1554176222,1382222667
